Review_ID,Rating,Year_Month,Reviewer_Location,Branch,Year,Month
666756860,5,2019-2,Singapore,Disneyland_HongKong,2019,2
666603173,5,2019-4,Qatar,Disneyland_HongKong,2019,4
666542833,5,2019-1,United States,Disneyland_HongKong,2019,1
666364898,3,2018-10,United States,Disneyland_HongKong,2018,10
666362679,4,2018-9,United Kingdom,Disneyland_HongKong,2018,9
666333440,3,2018-8,China,Disneyland_HongKong,2018,8
666301225,5,2019-4,United Kingdom,Disneyland_HongKong,2019,4
666297074,5,2019-1,India,Disneyland_HongKong,2019,1
666277080,5,2019-3,United States,Disneyland_HongKong,2019,3
666258185,3,2019-4,New Zealand,Disneyland_HongKong,2019,4
666237713,5,2018-5,Sri Lanka,Disneyland_HongKong,2018,5
666236967,5,2018-12,India,Disneyland_HongKong,2018,12
666208969,5,2018-9,Australia,Disneyland_HongKong,2018,9
666075052,4,2019-4,Hong Kong,Disneyland_HongKong,2019,4
665910063,4,2019-3,United States,Disneyland_HongKong,2019,3
665808902,5,2019-2,United States,Disneyland_HongKong,2019,2
665724329,5,2019-3,Singapore,Disneyland_HongKong,2019,3
665723381,4,2019-4,United Kingdom,Disneyland_HongKong,2019,4
665486535,4,2019-4,Philippines,Disneyland_HongKong,2019,4
665419841,5,2019-3,Singapore,Disneyland_HongKong,2019,3
665245861,5,2019-4,Indonesia,Disneyland_HongKong,2019,4
665163867,4,2019-4,Philippines,Disneyland_HongKong,2019,4
665142678,5,2019-3,New Zealand,Disneyland_HongKong,2019,3
665132719,5,2019-4,Uganda,Disneyland_HongKong,2019,4
664929027,4,2019-3,Australia,Disneyland_HongKong,2019,3
664668402,2,2019-4,Singapore,Disneyland_HongKong,2019,4
664665673,5,2019-4,Canada,Disneyland_HongKong,2019,4
664605295,5,2018-5,Malaysia,Disneyland_HongKong,2018,5
664602208,5,2019-3,Hong Kong,Disneyland_HongKong,2019,3
664599165,3,2019-4,New Zealand,Disneyland_HongKong,2019,4
664424633,5,2019-4,Australia,Disneyland_HongKong,2019,4
664378631,5,2019-4,India,Disneyland_HongKong,2019,4
664132845,5,2019-4,United Kingdom,Disneyland_HongKong,2019,4
664130489,4,2019-3,Australia,Disneyland_HongKong,2019,3
664111486,5,2019-4,Thailand,Disneyland_HongKong,2019,4
664091514,5,2019-4,United States,Disneyland_HongKong,2019,4
663693003,5,2019-4,United Kingdom,Disneyland_HongKong,2019,4
663522186,5,2019-4,Austria,Disneyland_HongKong,2019,4
663443693,4,2019-4,Australia,Disneyland_HongKong,2019,4
663374770,5,2019-4,United Kingdom,Disneyland_HongKong,2019,4
663362365,2,2019-3,Canada,Disneyland_HongKong,2019,3
663350807,5,2019-3,Indonesia,Disneyland_HongKong,2019,3
663079041,5,2019-3,Australia,Disneyland_HongKong,2019,3
662971560,4,2019-3,Singapore,Disneyland_HongKong,2019,3
662786512,4,2019-3,Malaysia,Disneyland_HongKong,2019,3
662694762,4,2019-3,United Kingdom,Disneyland_HongKong,2019,3
662664830,3,2019-2,India,Disneyland_HongKong,2019,2
662641193,1,2019-3,India,Disneyland_HongKong,2019,3
662600452,4,2019-3,Singapore,Disneyland_HongKong,2019,3
662592140,4,2019-4,United States,Disneyland_HongKong,2019,4
662516931,5,2019-3,Australia,Disneyland_HongKong,2019,3
662233037,5,2019-3,United Kingdom,Disneyland_HongKong,2019,3
662156115,5,2019-3,Australia,Disneyland_HongKong,2019,3
662013836,5,2019-3,Malaysia,Disneyland_HongKong,2019,3
661955342,3,2019-3,Australia,Disneyland_HongKong,2019,3
661814158,5,2019-3,Philippines,Disneyland_HongKong,2019,3
661807684,4,2018-12,India,Disneyland_HongKong,2018,12
661763501,5,2019-3,United States,Disneyland_HongKong,2019,3
661743950,4,2019-3,Indonesia,Disneyland_HongKong,2019,3
661666641,3,2019-2,Malaysia,Disneyland_HongKong,2019,2
661255238,5,2019-3,India,Disneyland_HongKong,2019,3
660968080,4,2019-3,United States,Disneyland_HongKong,2019,3
660895571,5,2019-3,Hong Kong,Disneyland_HongKong,2019,3
660868822,4,2019-3,New Zealand,Disneyland_HongKong,2019,3
660684135,4,2019-3,Singapore,Disneyland_HongKong,2019,3
660549776,4,2019-3,Canada,Disneyland_HongKong,2019,3
660533490,3,2019-3,South Africa,Disneyland_HongKong,2019,3
660438885,5,2019-2,China,Disneyland_HongKong,2019,2
660325857,5,2019-3,Hong Kong,Disneyland_HongKong,2019,3
660285578,2,2019-3,Canada,Disneyland_HongKong,2019,3
660263284,5,2019-3,India,Disneyland_HongKong,2019,3
660238861,5,2019-3,United States,Disneyland_HongKong,2019,3
660061838,4,2019-2,Indonesia,Disneyland_HongKong,2019,2
660034324,4,2019-3,Philippines,Disneyland_HongKong,2019,3
659790654,5,2019-3,Indonesia,Disneyland_HongKong,2019,3
659781438,3,2019-3,Philippines,Disneyland_HongKong,2019,3
659769508,5,2019-2,Philippines,Disneyland_HongKong,2019,2
659760916,4,2018-11,Hong Kong,Disneyland_HongKong,2018,11
659729489,4,2019-3,Indonesia,Disneyland_HongKong,2019,3
659463395,4,2019-3,Australia,Disneyland_HongKong,2019,3
659386558,5,2019-3,Saudi Arabia,Disneyland_HongKong,2019,3
659366150,5,2019-3,United States,Disneyland_HongKong,2019,3
659159857,5,2019-3,Japan,Disneyland_HongKong,2019,3
659143345,4,2019-3,Singapore,Disneyland_HongKong,2019,3
659135851,4,2018-4,China,Disneyland_HongKong,2018,4
659068670,5,2019-3,United Kingdom,Disneyland_HongKong,2019,3
659035553,4,2019-3,United States,Disneyland_HongKong,2019,3
658835883,3,2019-3,Thailand,Disneyland_HongKong,2019,3
658827273,5,2019-3,United States,Disneyland_HongKong,2019,3
658697573,2,2019-2,United Kingdom,Disneyland_HongKong,2019,2
658624005,1,2019-3,United Arab Emirates,Disneyland_HongKong,2019,3
658605834,5,2018-4,Philippines,Disneyland_HongKong,2018,4
658533161,3,2019-3,Canada,Disneyland_HongKong,2019,3
658356527,4,2019-3,Philippines,Disneyland_HongKong,2019,3
658338907,4,2019-2,United States,Disneyland_HongKong,2019,2
658336740,5,2018-10,Philippines,Disneyland_HongKong,2018,10
658249715,4,2018-11,United States,Disneyland_HongKong,2018,11
658211521,4,2019-3,Australia,Disneyland_HongKong,2019,3
658205080,5,2019-3,Singapore,Disneyland_HongKong,2019,3
658181715,5,2019-3,Philippines,Disneyland_HongKong,2019,3
657942587,5,2019-3,Australia,Disneyland_HongKong,2019,3
657601010,3,2018-7,Singapore,Disneyland_HongKong,2018,7
657514703,5,2019-2,China,Disneyland_HongKong,2019,2
657505142,4,2019-3,Australia,Disneyland_HongKong,2019,3
657475578,5,2019-1,Hong Kong,Disneyland_HongKong,2019,1
657429846,4,2019-3,United States,Disneyland_HongKong,2019,3
656907182,5,2019-2,United Kingdom,Disneyland_HongKong,2019,2
656647372,2,2018-11,Singapore,Disneyland_HongKong,2018,11
656488720,5,2018-4,Australia,Disneyland_HongKong,2018,4
656267615,5,2019-2,Indonesia,Disneyland_HongKong,2019,2
656184418,5,2019-2,Australia,Disneyland_HongKong,2019,2
656142751,5,2018-12,Canada,Disneyland_HongKong,2018,12
656000962,5,2019-2,United States,Disneyland_HongKong,2019,2
655940742,2,2019-2,Australia,Disneyland_HongKong,2019,2
655933981,4,2019-2,India,Disneyland_HongKong,2019,2
655891314,5,2019-1,New Zealand,Disneyland_HongKong,2019,1
655849465,3,2019-2,United Kingdom,Disneyland_HongKong,2019,2
655727862,4,2018-8,United Arab Emirates,Disneyland_HongKong,2018,8
655549218,5,2019-1,Indonesia,Disneyland_HongKong,2019,1
655346617,5,2019-2,Hong Kong,Disneyland_HongKong,2019,2
655333001,4,2018-12,Indonesia,Disneyland_HongKong,2018,12
655303646,5,2019-2,Australia,Disneyland_HongKong,2019,2
655211698,5,2019-2,India,Disneyland_HongKong,2019,2
655118586,3,2019-2,Indonesia,Disneyland_HongKong,2019,2
655103830,4,2019-2,Philippines,Disneyland_HongKong,2019,2
654876699,4,2019-2,United States,Disneyland_HongKong,2019,2
654875575,4,2018-12,United Kingdom,Disneyland_HongKong,2018,12
654750950,5,2019-2,United States,Disneyland_HongKong,2019,2
654630865,3,2018-3,Australia,Disneyland_HongKong,2018,3
654423405,4,2019-2,Australia,Disneyland_HongKong,2019,2
654370766,5,2018-12,Philippines,Disneyland_HongKong,2018,12
654311662,5,2019-2,United Arab Emirates,Disneyland_HongKong,2019,2
654277432,4,2018-12,Philippines,Disneyland_HongKong,2018,12
654262613,4,2018-5,Malaysia,Disneyland_HongKong,2018,5
654253938,5,2018-12,United Kingdom,Disneyland_HongKong,2018,12
654228557,5,2018-5,Thailand,Disneyland_HongKong,2018,5
654157584,3,2018-9,Israel,Disneyland_HongKong,2018,9
654067920,4,2018-10,United Kingdom,Disneyland_HongKong,2018,10
654000440,5,2019-2,Hong Kong,Disneyland_HongKong,2019,2
653876809,2,2019-2,Canada,Disneyland_HongKong,2019,2
653848409,4,2019-2,Australia,Disneyland_HongKong,2019,2
653844637,4,2018-12,Canada,Disneyland_HongKong,2018,12
653828557,4,2018-12,Hong Kong,Disneyland_HongKong,2018,12
653746393,5,2018-3,United Arab Emirates,Disneyland_HongKong,2018,3
653600635,5,2018-5,Indonesia,Disneyland_HongKong,2018,5
653600185,4,2018-6,Hong Kong,Disneyland_HongKong,2018,6
653385350,5,2019-2,United States,Disneyland_HongKong,2019,2
653253498,5,2019-2,United Kingdom,Disneyland_HongKong,2019,2
653113919,4,2018-11,Philippines,Disneyland_HongKong,2018,11
652448447,4,2018-12,Australia,Disneyland_HongKong,2018,12
652359698,4,2019-2,South Korea,Disneyland_HongKong,2019,2
652131848,5,2019-2,Philippines,Disneyland_HongKong,2019,2
651951452,5,2018-10,Australia,Disneyland_HongKong,2018,10
651942733,4,2019-2,Singapore,Disneyland_HongKong,2019,2
651939148,4,2019-2,Singapore,Disneyland_HongKong,2019,2
651604695,5,2019-1,Australia,Disneyland_HongKong,2019,1
651588060,4,2019-1,United States,Disneyland_HongKong,2019,1
651485228,4,2019-1,Indonesia,Disneyland_HongKong,2019,1
651448936,5,2019-1,Philippines,Disneyland_HongKong,2019,1
651344985,5,2018-9,Australia,Disneyland_HongKong,2018,9
651254404,4,2019-2,Philippines,Disneyland_HongKong,2019,2
651240969,5,2018-3,Indonesia,Disneyland_HongKong,2018,3
651195099,3,2018-8,United Kingdom,Disneyland_HongKong,2018,8
651174980,5,2019-1,United Kingdom,Disneyland_HongKong,2019,1
651114926,4,2019-1,United States,Disneyland_HongKong,2019,1
650970688,5,2019-2,Philippines,Disneyland_HongKong,2019,2
650850341,5,2019-1,Malaysia,Disneyland_HongKong,2019,1
650797943,5,2019-2,Philippines,Disneyland_HongKong,2019,2
650783012,4,2018-9,Turkey,Disneyland_HongKong,2018,9
650782318,4,2018-10,Philippines,Disneyland_HongKong,2018,10
650641639,4,2019-1,United States,Disneyland_HongKong,2019,1
650513695,4,2018-9,United Kingdom,Disneyland_HongKong,2018,9
650483884,5,2019-1,United Arab Emirates,Disneyland_HongKong,2019,1
650466595,4,2019-1,United Arab Emirates,Disneyland_HongKong,2019,1
650430073,3,2018-5,Philippines,Disneyland_HongKong,2018,5
650343570,5,2018-5,India,Disneyland_HongKong,2018,5
650263974,5,2019-2,India,Disneyland_HongKong,2019,2
650219396,3,2019-2,United States,Disneyland_HongKong,2019,2
650042039,5,2019-1,Philippines,Disneyland_HongKong,2019,1
649919324,5,2019-2,United States,Disneyland_HongKong,2019,2
649821596,5,2019-2,Canada,Disneyland_HongKong,2019,2
649697067,2,2019-2,Indonesia,Disneyland_HongKong,2019,2
649615606,1,2019-2,Macau,Disneyland_HongKong,2019,2
649505825,2,2018-12,South Africa,Disneyland_HongKong,2018,12
648916547,5,2019-1,Hong Kong,Disneyland_HongKong,2019,1
648883235,4,2018-12,Philippines,Disneyland_HongKong,2018,12
648859281,5,2019-1,Singapore,Disneyland_HongKong,2019,1
648849806,4,2018-4,Hong Kong,Disneyland_HongKong,2018,4
648834070,3,2018-12,Hong Kong,Disneyland_HongKong,2018,12
648807816,4,2019-1,New Zealand,Disneyland_HongKong,2019,1
648754199,5,2019-1,Thailand,Disneyland_HongKong,2019,1
648706924,5,2018-12,Hong Kong,Disneyland_HongKong,2018,12
648628091,3,2018-12,Australia,Disneyland_HongKong,2018,12
648484730,3,2019-1,Australia,Disneyland_HongKong,2019,1
648472485,4,2019-1,Australia,Disneyland_HongKong,2019,1
648444997,4,2018-12,Australia,Disneyland_HongKong,2018,12
648300626,2,2019-1,Canada,Disneyland_HongKong,2019,1
648121774,3,2019-1,Egypt,Disneyland_HongKong,2019,1
648095539,3,2019-1,Australia,Disneyland_HongKong,2019,1
648071099,5,2019-1,Indonesia,Disneyland_HongKong,2019,1
647888575,4,2018-4,Australia,Disneyland_HongKong,2018,4
647822351,1,2018-10,Canada,Disneyland_HongKong,2018,10
647735670,5,2019-1,United Kingdom,Disneyland_HongKong,2019,1
647667853,4,2019-1,Indonesia,Disneyland_HongKong,2019,1
647569763,4,2018-2,United Arab Emirates,Disneyland_HongKong,2018,2
647494425,5,2018-12,Australia,Disneyland_HongKong,2018,12
647490301,5,2019-1,Australia,Disneyland_HongKong,2019,1
647484797,4,2018-11,Singapore,Disneyland_HongKong,2018,11
647465079,5,2018-10,Thailand,Disneyland_HongKong,2018,10
647464939,3,2019-1,China,Disneyland_HongKong,2019,1
647328225,1,2019-1,Australia,Disneyland_HongKong,2019,1
647274482,5,2018-2,Philippines,Disneyland_HongKong,2018,2
647135021,5,2019-1,Canada,Disneyland_HongKong,2019,1
647092615,5,2019-1,Singapore,Disneyland_HongKong,2019,1
647071571,3,2019-1,Australia,Disneyland_HongKong,2019,1
647038712,4,0,Philippines,Disneyland_HongKong,0,0
647001327,5,2018-2,Canada,Disneyland_HongKong,2018,2
646913356,4,2019-1,Australia,Disneyland_HongKong,2019,1
646901894,5,2019-1,United Kingdom,Disneyland_HongKong,2019,1
646890539,4,2019-1,Qatar,Disneyland_HongKong,2019,1
646858337,4,2019-1,United States,Disneyland_HongKong,2019,1
646759861,5,2018-12,South Africa,Disneyland_HongKong,2018,12
646753240,2,2019-1,United Kingdom,Disneyland_HongKong,2019,1
646707544,5,2019-1,Hong Kong,Disneyland_HongKong,2019,1
646701623,3,2019-1,United States,Disneyland_HongKong,2019,1
646552469,4,2019-1,Australia,Disneyland_HongKong,2019,1
646499502,3,2018-3,Mexico,Disneyland_HongKong,2018,3
646476331,4,2019-1,Hong Kong,Disneyland_HongKong,2019,1
646466731,3,0,Singapore,Disneyland_HongKong,0,0
646446513,3,2018-12,Australia,Disneyland_HongKong,2018,12
646423425,5,2018-12,United States,Disneyland_HongKong,2018,12
646389071,5,2018-12,United States,Disneyland_HongKong,2018,12
646322909,4,2018-10,Australia,Disneyland_HongKong,2018,10
646243168,5,2018-7,Indonesia,Disneyland_HongKong,2018,7
646223504,4,2019-1,Australia,Disneyland_HongKong,2019,1
646219083,4,2019-1,Singapore,Disneyland_HongKong,2019,1
646216848,5,2018-12,Mauritius,Disneyland_HongKong,2018,12
646207587,5,2018-12,Australia,Disneyland_HongKong,2018,12
646128887,5,2018-12,United States,Disneyland_HongKong,2018,12
646006193,4,2018-12,United Kingdom,Disneyland_HongKong,2018,12
645867904,5,2019-1,Australia,Disneyland_HongKong,2019,1
645712423,3,2019-1,India,Disneyland_HongKong,2019,1
645656734,5,2018-2,Philippines,Disneyland_HongKong,2018,2
645351564,5,2018-12,United States,Disneyland_HongKong,2018,12
645320905,5,2018-10,Indonesia,Disneyland_HongKong,2018,10
645245762,5,2019-1,United Kingdom,Disneyland_HongKong,2019,1
645088792,5,2019-1,Australia,Disneyland_HongKong,2019,1
644888113,3,2019-1,Sweden,Disneyland_HongKong,2019,1
644886121,4,2019-1,Singapore,Disneyland_HongKong,2019,1
644757890,5,2019-1,China,Disneyland_HongKong,2019,1
644753275,5,2019-1,United Kingdom,Disneyland_HongKong,2019,1
644681559,3,2019-1,Australia,Disneyland_HongKong,2019,1
644673956,4,2019-1,Indonesia,Disneyland_HongKong,2019,1
644662728,4,2018-12,India,Disneyland_HongKong,2018,12
644646494,5,2018-6,Philippines,Disneyland_HongKong,2018,6
644615085,4,2019-1,Australia,Disneyland_HongKong,2019,1
644533706,5,2019-1,United Kingdom,Disneyland_HongKong,2019,1
644515261,5,2018-12,India,Disneyland_HongKong,2018,12
644480787,5,2018-12,South Africa,Disneyland_HongKong,2018,12
644435072,5,2019-1,Indonesia,Disneyland_HongKong,2019,1
644423763,5,2019-1,Australia,Disneyland_HongKong,2019,1
644391939,5,2019-1,United Kingdom,Disneyland_HongKong,2019,1
644334601,4,2018-12,Hong Kong,Disneyland_HongKong,2018,12
644234622,4,2019-1,United Kingdom,Disneyland_HongKong,2019,1
644207802,5,2018-12,South Africa,Disneyland_HongKong,2018,12
644198402,3,2019-1,Singapore,Disneyland_HongKong,2019,1
644141104,5,2019-1,United Kingdom,Disneyland_HongKong,2019,1
644117022,5,2018-12,Australia,Disneyland_HongKong,2018,12
643982268,5,2019-1,South Africa,Disneyland_HongKong,2019,1
643940730,5,2018-12,Canada,Disneyland_HongKong,2018,12
643934456,4,2019-1,Singapore,Disneyland_HongKong,2019,1
643895752,5,2018-12,United Kingdom,Disneyland_HongKong,2018,12
643881415,4,2018-12,Indonesia,Disneyland_HongKong,2018,12
643665572,5,2018-12,United States,Disneyland_HongKong,2018,12
643654267,4,2019-1,United States,Disneyland_HongKong,2019,1
643637259,5,2018-6,Singapore,Disneyland_HongKong,2018,6
643624675,5,2018-5,Australia,Disneyland_HongKong,2018,5
643475292,5,2018-12,Qatar,Disneyland_HongKong,2018,12
643466960,5,2018-12,Mauritius,Disneyland_HongKong,2018,12
643428162,4,2018-12,China,Disneyland_HongKong,2018,12
643422295,3,2018-12,Thailand,Disneyland_HongKong,2018,12
643272932,4,2019-1,Australia,Disneyland_HongKong,2019,1
643162499,3,2018-12,Indonesia,Disneyland_HongKong,2018,12
642957807,3,2018-12,Singapore,Disneyland_HongKong,2018,12
642829300,5,2018-2,Indonesia,Disneyland_HongKong,2018,2
642826840,5,2018-12,Mauritius,Disneyland_HongKong,2018,12
642784080,5,2019-1,China,Disneyland_HongKong,2019,1
642738471,3,2018-12,South Africa,Disneyland_HongKong,2018,12
642585839,4,2018-1,Australia,Disneyland_HongKong,2018,1
642556031,5,2018-12,Hong Kong,Disneyland_HongKong,2018,12
642538330,3,2018-12,Philippines,Disneyland_HongKong,2018,12
642534419,2,2018-12,Singapore,Disneyland_HongKong,2018,12
642511654,5,2018-12,Malaysia,Disneyland_HongKong,2018,12
642502799,4,2018-12,Brazil,Disneyland_HongKong,2018,12
642344564,4,2018-12,Philippines,Disneyland_HongKong,2018,12
642327741,4,2018-12,Indonesia,Disneyland_HongKong,2018,12
642111285,5,2018-12,Malaysia,Disneyland_HongKong,2018,12
641999778,5,2018-12,Kenya,Disneyland_HongKong,2018,12
641971317,4,2018-3,Philippines,Disneyland_HongKong,2018,3
641953389,5,2018-12,United States,Disneyland_HongKong,2018,12
641925696,5,2018-11,Singapore,Disneyland_HongKong,2018,11
641894325,5,2018-12,Hong Kong,Disneyland_HongKong,2018,12
641702414,3,2018-12,Singapore,Disneyland_HongKong,2018,12
641689804,5,2018-12,Malaysia,Disneyland_HongKong,2018,12
641689558,5,2018-12,Philippines,Disneyland_HongKong,2018,12
641687100,5,2018-12,Philippines,Disneyland_HongKong,2018,12
641678126,4,2018-12,Malaysia,Disneyland_HongKong,2018,12
641583766,5,2018-12,Qatar,Disneyland_HongKong,2018,12
641504543,3,2018-12,India,Disneyland_HongKong,2018,12
641443147,5,2018-12,Malaysia,Disneyland_HongKong,2018,12
641438636,4,2018-12,Thailand,Disneyland_HongKong,2018,12
641398372,5,2018-12,Singapore,Disneyland_HongKong,2018,12
641371536,4,2018-12,India,Disneyland_HongKong,2018,12
641242774,4,2018-11,Malaysia,Disneyland_HongKong,2018,11
641140654,4,2018-12,Singapore,Disneyland_HongKong,2018,12
641111690,5,2018-12,United Kingdom,Disneyland_HongKong,2018,12
641092318,4,2018-10,Philippines,Disneyland_HongKong,2018,10
640991784,4,2018-12,Singapore,Disneyland_HongKong,2018,12
640946320,5,2018-1,South Africa,Disneyland_HongKong,2018,1
640917244,5,2018-12,Indonesia,Disneyland_HongKong,2018,12
640854028,3,2018-12,United Kingdom,Disneyland_HongKong,2018,12
640835372,5,2018-11,India,Disneyland_HongKong,2018,11
640833353,3,2018-12,United Kingdom,Disneyland_HongKong,2018,12
640787340,5,2018-12,India,Disneyland_HongKong,2018,12
640784882,4,2018-12,South Africa,Disneyland_HongKong,2018,12
640758135,5,2018-12,United States,Disneyland_HongKong,2018,12
640680060,5,2018-6,China,Disneyland_HongKong,2018,6
640609104,5,2018-12,Philippines,Disneyland_HongKong,2018,12
640446960,5,2018-12,Indonesia,Disneyland_HongKong,2018,12
640308759,5,2018-12,Australia,Disneyland_HongKong,2018,12
640301169,5,2018-12,Malaysia,Disneyland_HongKong,2018,12
640284771,5,2018-12,New Zealand,Disneyland_HongKong,2018,12
640281862,5,2018-12,United States,Disneyland_HongKong,2018,12
640088922,3,2018-12,Philippines,Disneyland_HongKong,2018,12
640065863,4,2018-12,Singapore,Disneyland_HongKong,2018,12
639932146,5,2018-10,India,Disneyland_HongKong,2018,10
639822407,5,2018-1,Indonesia,Disneyland_HongKong,2018,1
639816954,5,2018-12,Singapore,Disneyland_HongKong,2018,12
639724380,5,2018-8,United Kingdom,Disneyland_HongKong,2018,8
639703920,4,2018-12,Singapore,Disneyland_HongKong,2018,12
639675534,5,2018-12,Australia,Disneyland_HongKong,2018,12
639651854,5,2018-12,Singapore,Disneyland_HongKong,2018,12
639591287,5,2018-12,Singapore,Disneyland_HongKong,2018,12
639588094,5,2018-12,Canada,Disneyland_HongKong,2018,12
639544170,3,2018-12,Canada,Disneyland_HongKong,2018,12
639526309,3,2018-12,Australia,Disneyland_HongKong,2018,12
639493185,5,2018-11,India,Disneyland_HongKong,2018,11
639385882,5,2018-12,Singapore,Disneyland_HongKong,2018,12
639377595,4,2018-12,Singapore,Disneyland_HongKong,2018,12
639248372,5,2018-11,India,Disneyland_HongKong,2018,11
639176495,5,2018-12,Singapore,Disneyland_HongKong,2018,12
639119522,4,2018-12,Malaysia,Disneyland_HongKong,2018,12
639082709,4,2018-12,Singapore,Disneyland_HongKong,2018,12
639080102,5,2018-2,Hong Kong,Disneyland_HongKong,2018,2
639048510,4,2018-12,Thailand,Disneyland_HongKong,2018,12
639041135,4,2018-11,Malaysia,Disneyland_HongKong,2018,11
639039779,4,2018-10,Hong Kong,Disneyland_HongKong,2018,10
639032959,4,2018-12,Hong Kong,Disneyland_HongKong,2018,12
638867384,4,2018-12,Singapore,Disneyland_HongKong,2018,12
638754324,4,2018-12,Malaysia,Disneyland_HongKong,2018,12
638739579,5,2018-6,Australia,Disneyland_HongKong,2018,6
638701393,5,2018-10,Hong Kong,Disneyland_HongKong,2018,10
638511615,2,2018-11,Philippines,Disneyland_HongKong,2018,11
638485655,5,2018-8,Hong Kong,Disneyland_HongKong,2018,8
638479949,4,2018-11,Canada,Disneyland_HongKong,2018,11
638478152,5,2018-10,India,Disneyland_HongKong,2018,10
638438046,4,2018-4,Hong Kong,Disneyland_HongKong,2018,4
638437626,4,2018-12,Australia,Disneyland_HongKong,2018,12
638399078,5,2018-10,United States,Disneyland_HongKong,2018,10
638229418,5,2018-4,Philippines,Disneyland_HongKong,2018,4
638139255,4,2018-12,United Kingdom,Disneyland_HongKong,2018,12
637971019,3,2018-1,South Africa,Disneyland_HongKong,2018,1
637934986,3,2018-12,China,Disneyland_HongKong,2018,12
637824402,5,2018-11,United Kingdom,Disneyland_HongKong,2018,11
637801329,5,2018-10,Philippines,Disneyland_HongKong,2018,10
637717411,4,2018-12,Philippines,Disneyland_HongKong,2018,12
637646223,5,2018-12,Singapore,Disneyland_HongKong,2018,12
637558796,4,2018-11,United Kingdom,Disneyland_HongKong,2018,11
637537249,5,2018-12,United States,Disneyland_HongKong,2018,12
637360774,4,2018-12,Australia,Disneyland_HongKong,2018,12
637328126,4,2018-11,Philippines,Disneyland_HongKong,2018,11
637245098,5,2018-11,United States,Disneyland_HongKong,2018,11
637237172,5,2018-3,South Africa,Disneyland_HongKong,2018,3
